MSB	LSB	PRG	NME
063	018	120	
063	018	121	
063	018	122	
063	018	123	
063	018	124	
063	018	125	
063	018	126	
063	018	127	
063	019	000	
063	019	001	
063	019	002	
063	019	003	
063	019	004	
063	019	005	
063	019	006	
063	019	007	
063	019	008	
063	019	009	
063	019	010	
063	019	011	
063	019	012	
063	019	013	
063	019	014	
063	019	015	
063	019	016	
063	019	017	
063	019	018	
063	019	019	
063	019	020	
063	019	021	
063	019	022	
063	019	023	
063	019	024	
063	019	025	
063	019	026	
063	019	027	
063	019	028	
063	019	029	
063	019	030	
063	019	031	
063	019	032	
063	019	033	
063	019	034	
063	019	035	
063	019	036	
063	019	037	
063	019	038	
063	019	039	
063	019	040	
063	019	041	
063	019	042	
063	019	043	
063	019	044	
063	019	045	
063	019	046	
063	019	047	
063	019	048	
063	019	049	
063	019	050	
063	019	051	
063	019	052	
063	019	053	
063	019	054	
063	019	055	
063	019	056	
063	019	057	
063	019	058	
063	019	059	
063	019	060	
063	019	061	
063	019	062	
063	019	063	
063	019	064	
063	019	065	
063	019	066	
063	019	067	
063	019	068	
063	019	069	
063	019	070	
063	019	071	
063	019	072	
063	019	073	
063	019	074	
063	019	075	
063	019	076	
063	019	077	
063	019	078	
063	019	079	
063	019	080	
063	019	081	
063	019	082	
063	019	083	
063	019	084	
063	019	085	
063	019	086	
063	019	087	
063	019	088	
063	019	089	
063	019	090	
063	019	091	
063	019	092	
063	019	093	
063	019	094	
063	019	095	
063	019	096	
063	019	097	
063	019	098	
063	019	099	
063	019	100	
063	019	101	
063	019	102	
063	019	103	
063	019	104	
063	019	105	
063	019	106	
063	019	107	
063	019	108	
063	019	109	
063	019	110	
063	019	111	
063	019	112	
063	019	113	
063	019	114	
063	019	115	
063	019	116	
063	019	117	
063	019	118	
063	019	119	
063	019	120	
063	019	121	
063	019	122	
063	019	123	
063	019	124	
063	019	125	
063	019	126	
063	019	127	
063	020	000	
063	020	001	
063	020	002	
063	020	003	
063	020	004	
063	020	005	
063	020	006	
063	020	007	
063	020	008	
063	020	009	
063	020	010	
063	020	011	
063	020	012	
063	020	013	
063	020	014	
063	020	015	
063	020	016	
063	020	017	
063	020	018	
063	020	019	
063	020	020	
063	020	021	
063	020	022	
063	020	023	
063	020	024	
063	020	025	
063	020	026	
063	020	027	
063	020	028	
063	020	029	
063	020	030	
063	020	031	
063	020	032	
063	020	033	
063	020	034	
063	020	035	
063	020	036	
063	020	037	
063	020	038	
063	020	039	
063	020	040	
063	020	041	
063	020	042	
063	020	043	
063	020	044	
063	020	045	
063	020	046	
063	020	047	
063	020	048	
063	020	049	
063	020	050	
063	020	051	
063	020	052	
063	020	053	
063	020	054	
063	020	055	
063	020	056	
063	020	057	
063	020	058	
063	020	059	
063	020	060	
063	020	061	
063	020	062	
063	020	063	
063	020	064	
063	020	065	
063	020	066	
063	020	067	
063	020	068	
063	020	069	
063	020	070	
063	020	071	
063	020	072	
063	020	073	
063	020	074	
063	020	075	
063	020	076	
063	020	077	
063	020	078	
063	020	079	
063	020	080	
063	020	081	
063	020	082	
063	020	083	
063	020	084	
063	020	085	
063	020	086	
063	020	087	
063	020	088	
063	020	089	
063	020	090	
063	020	091	
063	020	092	
063	020	093	
063	020	094	
063	020	095	
063	020	096	
063	020	097	
063	020	098	
063	020	099	
063	020	100	Chromsme
063	020	101	
063	020	102	
063	020	103	
063	020	104	
063	020	105	
063	020	106	
063	020	107	
063	020	108	
063	020	109	
063	020	110	
063	020	111	
063	020	112	
063	020	113	
063	020	114	
063	020	115	
063	020	116	
063	020	117	
063	020	118	
063	020	119	
063	020	120	
063	020	121	
063	020	122	
063	020	123	
063	020	124	
063	020	125	
063	020	126	
063	020	127	
063	021	000	
063	021	001	
063	021	002	
063	021	003	
063	021	004	
063	021	005	
063	021	006	
063	021	007	
063	021	008	
063	021	009	
063	021	010	
063	021	011	
063	021	012	
063	021	013	
063	021	014	
063	021	015	
063	021	016	
063	021	017	
063	021	018	
063	021	019	
063	021	020	
063	021	021	
063	021	022	
063	021	023	
063	021	024	
063	021	025	
063	021	026	
063	021	027	
063	021	028	
063	021	029	
063	021	030	
063	021	031	
063	021	032	
063	021	033	
063	021	034	
063	021	035	
063	021	036	
063	021	037	
063	021	038	
063	021	039	
063	021	040	
063	021	041	
063	021	042	
063	021	043	
063	021	044	
063	021	045	
063	021	046	
063	021	047	
063	021	048	
063	021	049	
063	021	050	
063	021	051	
063	021	052	
063	021	053	
063	021	054	
063	021	055	
063	021	056	
063	021	057	
063	021	058	
063	021	059	
063	021	060	
063	021	061	
063	021	062	
063	021	063	
063	021	064	
063	021	065	
063	021	066	
063	021	067	
063	021	068	
063	021	069	
063	021	070	
063	021	071	
063	021	072	
063	021	073	
063	021	074	
063	021	075	
063	021	076	
063	021	077	
063	021	078	
063	021	079	
063	021	080	
063	021	081	
063	021	082	
063	021	083	
063	021	084	
063	021	085	
063	021	086	
063	021	087	
063	021	088	
063	021	089	
063	021	090	
063	021	091	
063	021	092	
063	021	093	
063	021	094	
063	021	095	
063	021	096	
063	021	097	
063	021	098	
063	021	099	
063	021	100	
063	021	101	
063	021	102	
063	021	103	
063	021	104	
063	021	105	
063	021	106	
063	021	107	
063	021	108	
063	021	109	
063	021	110	
063	021	111	
063	021	112	
063	021	113	
063	021	114	
063	021	115	
063	021	116	
063	021	117	
063	021	118	
063	021	119	
063	021	120	
063	021	121	
063	021	122	
063	021	123	
063	021	124	
063	021	125	
063	021	126	
063	021	127	
063	022	000	
063	022	001	
063	022	002	
063	022	003	
063	022	004	
063	022	005	
063	022	006	
063	022	007	
063	022	008	
063	022	009	
063	022	010	
063	022	011	
063	022	012	
063	022	013	
063	022	014	
063	022	015	
063	022	016	
063	022	017	
063	022	018	
063	022	019	
063	022	020	
063	022	021	
063	022	022	
063	022	023	
063	022	024	
063	022	025	
063	022	026	
063	022	027	
063	022	028	
063	022	029	
063	022	030	
063	022	031	
063	022	032	
063	022	033	
063	022	034	
063	022	035	
063	022	036	
063	022	037	
063	022	038	
063	022	039	
063	022	040	
063	022	041	
063	022	042	
063	022	043	
063	022	044	
063	022	045	
063	022	046	
063	022	047	
063	022	048	
063	022	049	
063	022	050	
063	022	051	
063	022	052	
063	022	053	
063	022	054	
063	022	055	
063	022	056	
063	022	057	
063	022	058	
063	022	059	
063	022	060	
063	022	061	
063	022	062	
063	022	063	
063	022	064	
063	022	065	
063	022	066	
063	022	067	
063	022	068	
063	022	069	
063	022	070	
063	022	071	
063	022	072	
063	022	073	
063	022	074	
063	022	075	
063	022	076	
063	022	077	
063	022	078	
063	022	079	
063	022	080	
063	022	081	
063	022	082	
063	022	083	
063	022	084	
063	022	085	
063	022	086	
063	022	087	
063	022	088	
063	022	089	
063	022	090	
063	022	091	
063	022	092	
063	022	093	
063	022	094	
063	022	095	
063	022	096	
063	022	097	
063	022	098	
063	022	099	
063	022	100	
063	022	101	
063	022	102	
063	022	103	
063	022	104	
063	022	105	
063	022	106	
063	022	107	
063	022	108	
063	022	109	
063	022	110	
063	022	111	
063	022	112	
063	022	113	
063	022	114	
063	022	115	
063	022	116	
063	022	117	
063	022	118	
063	022	119	
063	022	120	
063	022	121	
063	022	122	
063	022	123	
063	022	124	
063	022	125	
063	022	126	
063	022	127	
063	023	000	HyperStd
063	023	001	DryStdKt
063	023	002	New Rock
063	023	003	RockStK1
063	023	004	RockStK2
063	023	005	RkMono1
063	023	006	RkMono2
063	023	007	HipHpKt1
063	023	008	HipHpKt2
063	023	009	HipHpKt3
063	023	010	HipHpKt4
063	023	011	HipHpKt5
063	023	012	HipHpKt6
063	023	013	HpStkKt1
063	023	014	HpStkKt2
063	023	015	HpStkKt3
063	023	016	HpStkKt4
063	023	017	T9HpKt1
063	023	018	T9HpKt2
063	023	019	R&B Kit1
063	023	020	R&B Kit2
063	023	021	R&B Kit3
063	023	022	AnalogT9
063	023	023	AnalogT8
063	023	024	TechnoKt
063	023	025	HouseKt1
063	023	026	HouseKt2
063	023	027	Big Kit
063	023	028	BreakKit
063	023	029	Drm&Bass
063	023	030	Acid Kit
063	023	031	JungleKt
063	023	032	Electric
063	023	033	HoomanKt
063	023	034	Hard Kt
063	023	035	Dist.Kit
063	023	036	Ambient
063	023	037	Jazz Kit
063	023	038	Orch.Kit
063	023	039	GarageKt
063	023	040	AllRndKt
063	023	041	RokMulti
063	023	042	HipMulti
063	023	043	Perc Kit
063	023	044	LatnPerc
063	023	045	Gtr/BsFx
063	023	046	WackoKit
063	023	047	WoodBits
063	023	048	MetalBit
063	023	049	HandsKit
063	023	050	ScrtchKt
063	023	051	AcsSnare
063	023	052	StSnares
063	023	053	AllKicks
063	023	054	DanceKik
063	023	055	EzSnares
063	023	056	CubanKit
063	023	057	SynPopKt
063	023	058	ArabMxKt
063	023	059	BlyDance
063	023	060	DanceSnr
063	023	061	Spec.SFX
063	023	062	SynthSFX
063	023	063	SFX Kit
